filename,readid,runid,exit_status,barcode,taxID,name,score,lineage
324212_1778,1331f006-1e79-4cd9-9668-5200a112e2e6,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1279,Staphylococcus,4250,1:131567:2:1783272:1239:91061:1385:90964:1279
324212_1778,977decf0-b45e-4d43-bd0a-df6b9b6b9e52,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,28901,Salmonella enterica,2677,1:131567:2:1224:1236:91347:543:590:28901
324212_1778,3f7afa53-210d-44f8-8b3d-de29f73dd23f,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1280,Staphylococcus aureus,3798,1:131567:2:1783272:1239:91061:1385:90964:1279:1280
324212_1778,995e9281-2980-4a8b-91d2-0343e2187837,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,561,Escherichia,529,1:131567:2:1224:1236:91347:543:561
324212_1778,4751464d-da55-491a-9f96-95ce16198efe,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,1570,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,5c395268-904d-4f4e-8bb0-c05ea3570ad4,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,2129,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,be9025d3-a55b-4b4d-85fc-af3bcb060ca3,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,2696,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,f5fc7064-8876-4406-8211-d69c1d992e84,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,1538,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,c2bdaddd-928d-4675-9dc7-0f5f43f33f2a,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,492670,Bacillus velezensis,2740,1:131567:2:1783272:1239:91061:1385:186817:1386:653685:1938374:492670
324212_1778,2b6526d3-d120-4edd-ac6e-f715da3877ef,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,19464,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,eb3c9af0-e512-4e66-beae-0cd52a7a61cc,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,559292,Saccharomyces cerevisiae S288C,2166,1:131567:2759:33154:4751:451864:4890:716545:147537:4891:4892:4893:4930:4932:559292
324212_1778,c5133a1f-6882-417d-a2b1-dff339e43898,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,9606,Homo sapiens,169,1:131567:2759:33154:33208:6072:33213:33511:7711:89593:7742:7776:117570:117571:8287:1338369:32523:32524:40674:32525:9347:1437010:314146:9443:376913:314293:9526:314295:9604:207598:9605:9606
324212_1778,d1ca11ce-dc37-4102-b859-e659d9e18f0f,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,289,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,0889808f-9d69-413c-9a73-15d691da60dc,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,5021,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,6396dcc7-f984-4a21-b455-209120bc9915,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,6148,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,15afb61e-5d0e-451c-b8a0-5ce9668281ef,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,5729,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,c018dcdd-5719-47dc-a9a0-300afe610c6c,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1280,Staphylococcus aureus,3104,1:131567:2:1783272:1239:91061:1385:90964:1279:1280
324212_1778,63bb9312-a03e-41b5-84d3-6e5a222c89d8,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1639,Listeria monocytogenes,2194,1:131567:2:1783272:1239:91061:1385:186820:1637:1639
324212_1778,ed060c23-6638-4e1b-a7cf-2087c3c64b7c,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,4205,1:131567:2:1224:1236:91347:543:561:562
324212_1778,cd1b6503-4447-4351-b0ee-6d4d2610c241,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,1069,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,2f720ce1-0978-4257-86b3-4b06903550ca,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,5817,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,f84aac2c-5d8b-4a21-b0e0-6c27c62b553b,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,2805,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,ad8a4a77-c1bf-4c7a-9088-9b218efe061d,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1639,Listeria monocytogenes,2964,1:131567:2:1783272:1239:91061:1385:186820:1637:1639
324212_1778,ae7a10e9-d589-4ea4-be83-9309323daa07,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,2424,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,eccb2ee5-8a8a-4c5d-ad61-a6970fcb9e57,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1639,Listeria monocytogenes,4060,1:131567:2:1783272:1239:91061:1385:186820:1637:1639
324212_1778,42935050-4fe5-4897-a981-f3086f36f975,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,12862,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,1ec1a3c3-97b2-47ef-962e-2149fea08b17,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,2997,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,a9dab4fe-2c22-42a9-9ffc-82b0d18e1c2b,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1280,Staphylococcus aureus,625,1:131567:2:1783272:1239:91061:1385:90964:1279:1280
324212_1778,118aeb8c-5206-4902-9dbc-c07246019e4c,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,3789,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,048f3f4c-4a52-49c3-a19f-cbd61947ac13,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,2612,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,5ba0a41f-4f7e-4bf4-9d1a-0d5cae86e058,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,9962,1:131567:2:1224:1236:91347:543:561:562
